sp_id	stcotrbg	race	hh_income	latitude	longitude	elevation
11043941	420659501001	1	131000	41.2505622	-78.8020831	167.015651
11043942	420659501001	1	28980	41.2486362	-78.7871814	164.922557
11043943	420659501001	1	121200	41.2487000	-78.7875639	167.680315
11043944	420659501001	1	21600	41.2479726	-78.7878673	166.269790
11043945	420659501001	1	9600	41.2485527	-78.7871584	152.623565
11043946	420659501001	1	28000	41.2480979	-78.7872062	165.400170
11043947	420659501001	1	17900	41.2480035	-78.7879116	164.371027
11043948	420659501001	1	12000	41.2483685	-78.7871973	173.411172
11043949	420659501001	1	28000	41.2483910	-78.7870575	153.352484
11043950	420659501001	1	54800	41.2483369	-78.7878353	164.795937
11043951	420659501001	1	220000	41.2500534	-78.7886891	155.023455
11043952	420659501001	1	48700	41.2496100	-78.8014724	176.545121
11043953	420659501001	1	293000	41.2486568	-78.7962594	154.514287
11043954	420659501001	1	117000	41.2485698	-78.7872267	170.390616
11043955	420659501001	1	53600	41.2487884	-78.7959064	152.712657
11043956	420659501001	1	89000	41.2497111	-78.8023753	166.196773
11043957	420659501001	1	34000	41.2486710	-78.7953777	154.442838
11043958	420659501001	1	24500	41.2495181	-78.8013575	149.521151
11043959	420659501001	1	91600	41.2500215	-78.7876651	154.948576
11043960	420659501001	1	52800	41.2505193	-78.7875805	173.181570
11043961	420659501001	1	19140	41.2498619	-78.7883545	154.395537
11043962	420659501001	1	89100	41.2500045	-78.7878937	170.488559
11043963	420659501001	1	21600	41.2500982	-78.7879744	155.160935
11043964	420659501001	1	72500	41.2504392	-78.7881601	170.023178
11043965	420659501001	1	57000	41.2500959	-78.7878345	155.163231
11043966	420659501001	1	16500	41.2502008	-78.8021632	148.894903
11043967	420659501001	1	33900	41.2506155	-78.8021367	153.195544
11043968	420659501001	1	30000	41.2503830	-78.8010114	171.969944
11043969	420659501001	1	20200	41.2503573	-78.7878819	155.258124
11043970	420659501001	1	38500	41.2504362	-78.7881411	148.267365
11043971	420659501001	1	95000	41.2499623	-78.7883543	154.923836
11043972	420659501001	1	10000	41.2500618	-78.8018841	161.134382
11043973	420659501001	1	50000	41.2497752	-78.7847597	161.596353
11043974	420659501001	1	27700	41.2505742	-78.8020510	147.313883
11043975	420659501001	1	34200	41.2494353	-78.7877974	168.105639
11043976	420659501001	1	7600	41.2499237	-78.7843511	158.613931
11043977	420659501001	1	20900	41.2499003	-78.8011515	154.652854
11043978	420659501001	1	73300	41.2502098	-78.7947293	159.223381
11043979	420659501001	1	23600	41.2498607	-78.7943009	139.535763
11043980	420659501001	1	84000	41.2511733	-78.7863292	172.540183
11043981	420659501001	1	17100	41.2495569	-78.7842516	162.274538
11043982	420659501001	1	10000	41.2498388	-78.7841366	181.826665
11043983	420659501001	1	9800	41.2503186	-78.7942181	181.276050
11043984	420659501001	1	27000	41.2500437	-78.7840465	161.734835
11043985	420659501001	1	73600	41.2495313	-78.7850754	160.187188
11043986	420659501001	1	35900	41.2499619	-78.7844813	161.531626
11043987	420659501001	1	12700	41.2500860	-78.7848498	163.644121
11043988	420659501001	1	94000	41.2497993	-78.7850739	156.690572
11043989	420659501001	1	24200	41.2494167	-78.7843050	156.638745
11043990	420659501001	1	12000	41.2500012	-78.7842895	157.000459
11043991	420659501001	1	22900	41.2506192	-78.7874593	152.333603
11043992	420659501001	1	86000	41.2495910	-78.7871599	156.575595
11043993	420659501001	1	10400	41.2495301	-78.8008574	154.196876
11043994	420659501001	1	14000	41.2494515	-78.8008617	139.784157
11043995	420659501001	1	15400	41.2494903	-78.8009948	159.426902
11043996	420659501001	1	15600	41.2500778	-78.7874504	201.535981
11043997	420659501001	1	55990	41.2500777	-78.7872051	201.258276
11043998	420659501001	1	16800	41.2499594	-78.7869170	159.650252
11043999	420659501001	1	78800	41.2511885	-78.7863192	163.552474
11044000	420659501001	1	19050	41.2496779	-78.7865196	169.644988
11044001	420659501001	1	97000	41.2497251	-78.7873573	217.246057
11044002	420659501001	1	29500	41.2500279	-78.7867284	172.175064
11044003	420659501001	1	113900	41.2504078	-78.7868130	194.048122
11044004	420659501001	1	29000	41.2495785	-78.7867142	177.151860
11044005	420659501001	1	200000	41.2503760	-78.7865582	172.326562
11044006	420659501001	1	30000	41.2482100	-78.7908425	177.960828
11044007	420659501001	1	53000	41.2519423	-78.7992279	157.159796
11044008	420659501001	1	23000	41.2508417	-78.7981620	168.714160
11044009	420659501001	1	14400	41.2507292	-78.7870231	170.422867
11044010	420659501001	1	25000	41.2510007	-78.7865773	172.347164
11044011	420659501001	1	53200	41.2507909	-78.7862576	172.976511
11044012	420659501001	1	88000	41.2503544	-78.7979689	148.404631
11044013	420659501001	1	59200	41.2513455	-78.7872422	204.883330
11044014	420659501001	1	25200	41.2505570	-78.7865438	205.003685
11044015	420659501001	1	22700	41.2519648	-78.7981790	169.233850
11044016	420659501001	1	16100	41.2503372	-78.7983320	148.403726
11044017	420659501001	1	52000	41.2509854	-78.7979014	169.983543
11044018	420659501001	1	9300	41.2504910	-78.7981022	174.386070
11044019	420659501001	1	43900	41.2510967	-78.7983998	167.312760
11044020	420659501001	1	8400	41.2510026	-78.7978172	186.430260
11044021	420659501001	1	83000	41.2502359	-78.7983756	173.286093
11044022	420659501001	1	80000	41.2480726	-78.7908634	174.757901
11044023	420659501001	1	115000	41.2509782	-78.7859159	167.704373
11044024	420659501001	1	26400	41.2519421	-78.7990386	185.822112
11044025	420659501001	1	30300	41.2517999	-78.7983233	168.688666
11044026	420659501001	1	16020	41.2519292	-78.7987916	171.007013
11044027	420659501001	1	89100	41.2505129	-78.7856467	152.827199
11044028	420659501001	1	8600	41.2515135	-78.7992790	169.019167
11044029	420659501001	1	10800	41.2510671	-78.7851779	174.071472
11044030	420659501001	1	14600	41.2478476	-78.7914915	174.618335
11044031	420659501001	1	0	41.2511392	-78.7861302	170.378657
11044032	420659501001	1	50000	41.2508920	-78.7861485	175.124479
11044033	420659501001	1	32000	41.2505757	-78.7854081	172.435205
11044034	420659501001	1	31500	41.2480754	-78.7909629	172.468193
11044035	420659501001	1	30000	41.2481026	-78.7909631	173.874307
11044036	420659501001	1	56780	41.2482161	-78.7909856	174.393876
11044037	420659501001	1	17300	41.2521267	-78.7943076	174.948708
11044038	420659501001	1	16100	41.2487960	-78.7879946	163.628431
11044039	420659501001	1	20640	41.2493914	-78.7878795	175.495671
11044040	420659501001	1	119000	41.2480350	-78.7919595	176.421962
11044041	420659501001	1	7200	41.2488482	-78.7885702	186.540301
11044042	420659501001	1	28000	41.2515049	-78.7935053	176.541728
11044043	420659501001	1	93000	41.2501747	-78.7943792	161.314976
11044044	420659501001	1	73000	41.2503319	-78.7947046	157.486881
11044045	420659501001	1	58100	41.2497480	-78.7949670	200.641613
11044046	420659501001	1	104000	41.2484636	-78.7927182	197.349400
11044047	420659501001	1	6400	41.2507004	-78.7844733	163.631785
11044048	420659501001	1	17400	41.2520338	-78.7938486	158.263881
11044049	420659501001	1	15000	41.2518697	-78.7944404	157.995547
11044050	420659501001	1	16900	41.2502954	-78.7841903	151.617628
11044051	420659501001	1	10100	41.2515526	-78.7942523	158.919945
11044052	420659501001	1	55600	41.2522047	-78.7936137	151.663192
11044053	420659501001	1	80500	41.2493477	-78.7948903	283.346919
11044054	420659501001	1	51000	41.2489744	-78.7942545	284.970613
11044055	420659501001	1	113400	41.2506176	-78.7844969	158.613743
11044056	420659501001	1	43000	41.2505705	-78.7845475	158.507041
11044057	420659501001	1	27400	41.2489821	-78.7942403	158.248470
11044058	420659501001	1	72600	41.2493336	-78.7940293	152.203943
11044059	420659501001	1	170000	41.2491831	-78.7945554	304.345818
11044060	420659501001	1	17600	41.2514525	-78.7868841	166.578247
11044061	420659501001	1	32800	41.2517999	-78.7873564	151.705461
11044062	420659501001	1	113900	41.2516438	-78.7873182	159.272472
11044063	420659501001	1	96020	41.2516259	-78.7880149	160.482317
11044064	420659501001	1	80800	41.2494243	-78.7885726	166.867271
11044065	420659501001	1	15000	41.2520262	-78.7874480	147.986518
11044066	420659501001	1	69400	41.2508374	-78.7874587	154.147616
11044067	420659501001	1	9200	41.2511087	-78.7941554	166.907946
11044068	420659501001	1	8500	41.2507377	-78.7941191	306.555051
11044069	420659501001	1	12000	41.2509820	-78.7941280	164.292022
11044070	420659501001	1	53500	41.2522684	-78.7873980	308.582232
11044071	420659501001	1	56900	41.2505809	-78.7937237	183.491570
11044072	420659501001	1	16000	41.2513426	-78.7943011	183.219690
11044073	420659501001	1	13860	41.2519615	-78.7871429	183.250176
11044074	420659501001	1	16300	41.2509568	-78.7884706	152.460406
11044075	420659501001	1	35000	41.2490292	-78.7955851	153.616564
11044076	420659501001	1	21120	41.2509076	-78.7878897	155.002470
11044077	420659501001	1	1200	41.2498446	-78.8010695	310.410049
11044078	420659501001	1	15000	41.2506446	-78.7880816	169.136531
11044079	420659501001	1	25600	41.2516995	-78.7969365	159.363019
11044080	420659501001	1	17400	41.2498847	-78.8005141	158.300203
11044081	420659501001	1	63100	41.2492379	-78.7961395	164.443719
11044082	420659501001	1	18000	41.2489636	-78.7855052	184.405942
11044083	420659501001	1	18540	41.2491321	-78.7979636	180.866776
11044084	420659501001	1	78500	41.2498862	-78.8007443	162.002271
11044085	420659501001	1	55000	41.2498128	-78.8009830	163.940178
11044086	420659501001	1	54300	41.2486945	-78.7855392	186.334467
11044087	420659501001	1	13500	41.2534229	-78.7936267	192.989808
11044088	420659501001	1	91000	41.2492614	-78.7856409	188.576414
11044089	420659501001	1	38900	41.2518739	-78.8014559	208.950371
11044090	420659501001	1	100240	41.2534885	-78.7943675	152.258904
11044091	420659501001	1	61000	41.2488824	-78.7858807	152.802661
11044092	420659501001	1	24200	41.2534979	-78.7948297	166.860790
11044093	420659501001	1	16650	41.2517331	-78.8011183	180.285544
11044094	420659501001	1	26000	41.2517438	-78.8018546	183.863584
11044095	420659501001	1	69500	41.2520818	-78.8011482	153.514949
11044096	420659501001	1	29900	41.2514047	-78.7961789	187.000163
11044097	420659501001	1	99020	41.2481393	-78.7819829	156.601964
11044098	420659501001	1	25000	41.2539725	-78.8009980	196.051578
11044099	420659501001	1	23000	41.2457575	-78.7792311	156.477355
11044100	420659501001	1	152800	41.2491778	-78.7953107	184.358750
11044101	420659501001	1	175200	41.2496460	-78.7955530	156.793497
11044102	420659501001	1	30600	41.2541544	-78.8010883	180.173946
11044103	420659501001	1	105320	41.2457466	-78.7794312	169.533739
11044104	420659501001	1	94300	41.2537729	-78.8008381	185.789505
11044105	420659501001	1	20640	41.2488096	-78.7817631	152.852398
11044106	420659501001	1	794300	41.2501262	-78.7987425	187.313095
11044107	420659501001	1	71700	41.2499652	-78.7995361	159.810787
11044108	420659501001	1	58000	41.2498754	-78.7996587	161.822191
11044109	420659501001	1	132000	41.2463186	-78.7833493	155.276316
11044110	420659501001	1	22400	41.2468982	-78.7829050	187.399108
11044111	420659501001	1	10000	41.2467887	-78.7830407	156.476500
11044112	420659501001	1	18640	41.2475329	-78.7827291	158.499103
11044113	420659501001	1	56500	41.2495817	-78.7875005	163.208016
11044114	420659501001	1	30000	41.2462999	-78.7810181	151.675671
11044115	420659501001	1	7200	41.2484269	-78.7816940	154.972484
11044116	420659501001	1	17000	41.2465554	-78.7809460	161.297235
11044117	420659501001	1	16800	41.2551144	-78.8018510	161.024003
11044118	420659501001	1	292000	41.2463206	-78.7804825	160.315748
11044119	420659501001	1	28300	41.2551101	-78.8021319	169.638847
11044120	420659501001	1	35100	41.2473377	-78.7830951	158.525921
11044121	420659501001	1	6000	41.2475639	-78.7812047	191.147031
11044122	420659501001	1	25700	41.2490356	-78.7870224	185.076437
11044123	420659501001	1	21000	41.2490053	-78.7876421	191.106492
11044124	420659501001	1	50000	41.2474766	-78.7831727	159.497240
11044125	420659501001	1	131000	41.2472134	-78.7821855	156.620530
11044126	420659501001	1	28400	41.2472728	-78.7818821	157.167081
11044127	420659501001	1	18000	41.2485422	-78.7933934	161.429376
11044128	420659501001	1	20400	41.2528341	-78.7948898	160.566919
11044129	420659501001	1	52665	41.2503794	-78.7932536	172.755223
11044130	420659501001	1	137000	41.2528767	-78.7932583	172.608469
11044131	420659501001	1	74000	41.2512078	-78.8004500	159.915156
11044132	420659501001	1	11700	41.2491483	-78.7843857	159.238577
11044133	420659501001	1	107000	41.2489476	-78.7851293	193.002873
11044134	420659501001	1	161500	41.2505419	-78.8008663	146.526207
11044135	420659501001	1	21600	41.2523903	-78.7935685	205.485713
11044136	420659501001	1	13900	41.2465864	-78.7836500	167.755170
11044137	420659501001	1	13100	41.2491164	-78.7896044	186.372614
11044138	420659501001	1	20	41.2497578	-78.7897993	185.289288
11044139	420659501001	1	2200	41.2513942	-78.8015687	190.424741
11044140	420659501001	1	83000	41.2468305	-78.7840103	188.793822
11044141	420659501001	1	17000	41.2506269	-78.8014237	184.697879
11044142	420659501001	1	9600	41.2499281	-78.7930466	229.412145
11044143	420659501001	1	16020	41.2500282	-78.7908766	211.525788
11044144	420659501001	1	5600	41.2460268	-78.7814233	208.809793
11044145	420659501001	1	3500	41.2482607	-78.7902864	158.578906
11044146	420659501001	1	26000	41.2489076	-78.7896653	184.131691
11044147	420659501001	1	17300	41.2473750	-78.7882468	172.121879
11044148	420659501001	1	67000	41.2501544	-78.7904239	166.825503
11044149	420659501001	1	7800	41.2508680	-78.7901265	162.656372
11044150	420659501001	1	7000	41.2473815	-78.7883307	165.414493
11044151	420659501001	1	110900	41.2487017	-78.7821379	157.652510
11044152	420659501001	1	15000	41.2493544	-78.7903499	181.749030
11044153	420659501001	1	17300	41.2485369	-78.7828530	181.678684
11044154	420659501001	1	31200	41.2475552	-78.7891687	189.579355
11044155	420659501001	1	124000	41.2520237	-78.7913496	147.129299
11044156	420659501001	1	16200	41.2521274	-78.7911873	170.722893
11044157	420659501001	1	45100	41.2526521	-78.7924728	177.237416
11044158	420659501001	1	86000	41.2516139	-78.7921615	182.297861
11044159	420659501001	1	133000	41.2522912	-78.8020052	210.331894
11044160	420659501001	1	104900	41.2509412	-78.7958807	184.836875
11044161	420659501001	1	35000	41.2528566	-78.7957940	150.635509
11044162	420659501001	1	15500	41.2512763	-78.7947120	148.919746
11044163	420659501001	1	1100	41.2532765	-78.7961480	149.723916
11044164	420659501001	1	20000	41.2516500	-78.7930125	151.384318
11044165	420659501001	1	43600	41.2521935	-78.7886348	153.721794
11044166	420659501001	1	58700	41.2517215	-78.8021707	207.417762
11044167	420659501001	1	39000	41.2524834	-78.7889489	206.305773
11044168	420659501001	1	103300	41.2525815	-78.7922660	157.658209
11044169	420659501001	1	24800	41.2483597	-78.7886768	198.622611
11044170	420659501001	1	88000	41.2500777	-78.7913908	204.594443
11044171	420659501001	1	18800	41.2487465	-78.7910109	206.403869
11044172	420659501001	1	32800	41.2496958	-78.7914581	160.471810
11044173	420659501001	1	58500	41.2485238	-78.7911090	171.966063
11044174	420659501001	1	119000	41.2481811	-78.7837002	188.247421
11044175	420659501001	1	23000	41.2524746	-78.7953469	155.705001
11044176	420659501001	1	20900	41.2487510	-78.7888203	202.023435
11044177	420659501001	1	8800	41.2516441	-78.7955515	168.274560
11044178	420659501001	1	28000	41.2475180	-78.7836919	214.051780
11044179	420659501001	1	24000	41.2493667	-78.7821204	183.737239
11044180	420659501001	1	73800	41.2496459	-78.7822063	171.594110
11044181	420659501001	1	12460	41.2482939	-78.7938385	170.833696
11044182	420659501001	1	57600	41.2504184	-78.8050946	179.799575
11044183	420659501001	1	110000	41.2470902	-78.7867614	149.524594
11044184	420659501001	1	18100	41.2505548	-78.7921331	150.169701
11044185	420659501001	1	20300	41.2525419	-78.7906092	159.471252
11044186	420659501001	1	96400	41.2533425	-78.7952338	158.238017
11044187	420659501001	1	13600	41.2477423	-78.7897671	161.874008
11044188	420659501001	1	50000	41.2487877	-78.7839808	170.322077
11044189	420659501001	1	7780	41.2520913	-78.7907245	201.860238
11044190	420659501001	1	20000	41.2483662	-78.7833901	162.746914
11044191	420659501001	1	12100	41.2514702	-78.7976241	172.866420
11044192	420659501001	1	30000	41.2495760	-78.7980431	170.150776
11044193	420659501001	1	121920	41.2466827	-78.7815876	163.768117
11044194	420659501001	1	62150	41.2475367	-78.7847779	143.520137
11044195	420659501001	1	27500	41.2466472	-78.7854294	163.831476
11044196	420659501001	1	38400	41.2521712	-78.7977542	218.991188
11044197	420659501001	1	68000	41.2482361	-78.7856347	152.168260
11044198	420659501001	1	48200	41.2560035	-78.8011934	160.081211
11044199	420659501001	1	35400	41.2557313	-78.8007229	163.682966
11044200	420659501001	1	27000	41.2517942	-78.7958905	138.029994
11044201	420659501001	1	13500	41.2502324	-78.7951792	149.963134
11044202	420659501001	1	17000	41.2511625	-78.7922858	203.235788
11044203	420659501001	1	102000	41.2508548	-78.7990536	190.255094
11044204	420659501001	1	8400	41.2579834	-78.8035245	173.928244
11044205	420659501001	1	56000	41.2527260	-78.7969812	171.710227
11044206	420659501001	1	16500	41.2523459	-78.8002821	180.394143
11044207	420659501001	1	107020	41.2591224	-78.8049069	171.057491
11044208	420659501001	1	73900	41.2518804	-78.7994292	177.198661
11044209	420659501001	1	70000	41.2564911	-78.8029705	162.531113
11044210	420659501001	1	16200	41.2518181	-78.7912183	155.049519
11044211	420659501001	1	36100	41.2548882	-78.8001222	139.020356
11044212	420659501001	1	8400	41.2566903	-78.8018539	169.490856
11044213	420659501001	1	114000	41.2481650	-78.7937181	181.225286
11044214	420659501001	1	22000	41.2560582	-78.8025472	143.465214
11044215	420659501001	1	75000	41.2498917	-78.8033563	182.127827
11044216	420659501001	1	35000	41.2511695	-78.8026702	143.558221
11044217	420659501001	1	20400	41.2505178	-78.8034562	182.716424
11044218	420659501001	1	29020	41.2531030	-78.7991280	173.313746
11044219	420659501001	1	10600	41.2466934	-78.7795281	203.103147
11044220	420659501001	1	26500	41.2504009	-78.7967303	186.712063
11044221	420659501001	1	18300	41.2542342	-78.7988839	182.988271
11044222	420659501001	1	11700	41.2490722	-78.7831464	187.865398
11044223	420659501001	1	85400	41.2585274	-78.8038122	176.863619
11044224	420659501001	1	61900	41.2506188	-78.8025012	164.824657
11044225	420659501001	1	8900	41.2527089	-78.7980557	135.939523
11044226	420659501001	1	33200	41.2477619	-78.7803249	180.092922
11044227	420659501001	1	50000	41.2492822	-78.7813445	168.164398
11044228	420659501001	1	48000	41.2486634	-78.7804966	167.045433
11044229	420659501001	1	28000	41.2484823	-78.7934918	167.708039
11044230	420659501001	1	37730	41.2512147	-78.8032777	177.669205
11044231	420659501001	1	10000	41.2519079	-78.8040805	143.583403
11044232	420659501001	1	14800	41.2473935	-78.7805859	138.127880
11044233	420659501001	1	23900	41.2519347	-78.8051400	176.966078
11044234	420659501001	1	20000	41.2532547	-78.7921893	206.423010
11044235	420659501001	1	16000	41.2528802	-78.7897999	177.293619
11044236	420659501001	1	20700	41.2525498	-78.7881115	201.066716
11044237	420659501001	1	47600	41.2486315	-78.7939593	157.905540
11044238	420659501001	1	29600	41.2481865	-78.7934975	169.605882
11044239	420659501001	1	65200	41.2483296	-78.7932329	186.225909
11044240	420659501001	1	13000	41.2483675	-78.7933499	208.136296
11044241	420659501001	1	18000	41.2482174	-78.7938139	177.828220
11044242	420659501001	1	38000	41.2485965	-78.7935265	195.597779
11044243	420659501001	1	20000	41.2483319	-78.7937537	172.928339
11044244	420659501001	1	17100	41.2490882	-78.7930232	188.437426
11044245	420659501001	1	25400	41.2493508	-78.7991674	177.871676
11044246	420659501001	1	82000	41.2483668	-78.7937187	142.673812
11044247	420659501001	1	14400	41.2484144	-78.7932231	174.210051
11044248	420659501001	1	18000	41.2481347	-78.7933799	141.705547
11044249	420659501001	1	18200	41.2484434	-78.7938203	189.562925
11044250	420659501001	1	51000	41.2486290	-78.7939908	168.087694
11044251	420659501001	1	20000	41.2482405	-78.7931891	173.557120
11044252	420659501001	1	32000	41.2486423	-78.7938810	168.794000
11044253	420659501001	1	37900	41.2491195	-78.7989173	151.800718
11044254	420659501001	1	28690	41.2486199	-78.7939491	167.581395
11044255	420659501001	1	102000	41.2484589	-78.7940682	170.366238
11044256	420659501001	1	8400	41.2484253	-78.7937029	171.796253
11044257	420659501001	1	113900	41.2492558	-78.7994534	170.387943
11044258	420659501001	1	10800	41.2481286	-78.7932061	192.341607
11044259	420659501001	1	13500	41.2494053	-78.7998754	168.125428
11044260	420659501001	1	24000	41.2490506	-78.7938448	161.590669
11044261	420659501001	1	152800	41.2494079	-78.7931442	143.581569
11044262	420659501001	1	49800	41.2494505	-78.7999771	160.662105
11044263	420659501001	1	66300	41.2493808	-78.7993014	196.525078
11044264	420659501001	1	10100	41.2493703	-78.7999575	141.584423
11044265	420659501001	1	6000	41.2491972	-78.7933827	183.489698
11044266	420659501001	1	29000	41.2492843	-78.7997995	185.415510
11044267	420659501001	1	24700	41.2493550	-78.7994273	230.843380
11044268	420659501001	1	30500	41.2491104	-78.7934171	144.165434
11044269	420659501001	1	10000	41.2492305	-78.7929316	174.981524
11044270	420659501001	1	28900	41.2487960	-78.7929012	148.891584
11044271	420659501001	1	47910	41.2488758	-78.7932340	169.418558
11044272	420659501001	1	26200	41.2489459	-78.7929827	136.217410
11044273	420659501001	1	40000	41.2487926	-78.7930154	143.119480
11044274	420659501001	1	0	41.2492147	-78.7936339	143.936212
11044275	420659501001	1	57000	41.2492384	-78.7934692	154.871567
11044276	420659501001	1	64200	41.2492105	-78.7934997	167.186030
11044277	420659501001	1	20800	41.2493591	-78.7934073	162.983862
11044278	420659501001	1	12100	41.2492789	-78.7934718	189.932055
11044279	420659501001	1	87000	41.2489787	-78.7937133	154.997519
11044280	420659501001	1	12000	41.2486680	-78.7931899	180.133263
11044281	420659501001	1	65100	41.2485820	-78.7929187	152.632004
11044282	420659501001	1	83900	41.2489820	-78.7933924	156.066192
11044283	420659501001	1	23000	41.2490680	-78.7928542	157.382738
11044284	420659501001	1	35500	41.2493016	-78.7929625	152.098034
11044285	420659501001	1	15000	41.2486309	-78.7935850	192.738193
11044286	420659501001	1	20600	41.2488929	-78.7940228	160.770461
11044287	420659501001	1	103300	41.2494382	-78.7932900	160.704640
11044288	420659501001	1	7800	41.2486370	-78.7934586	154.387886
11044289	420659501001	1	54700	41.2489168	-78.7934129	161.731088
11044290	420659501001	1	10000	41.2484892	-78.7946798	142.522128
11044291	420659501001	1	55300	41.2494139	-78.7937305	208.349659
11044292	420659501001	1	22200	41.2493173	-78.7936673	148.325329
11044293	420659501001	1	23000	41.2490022	-78.7934536	182.406233
11044294	420659501001	1	65500	41.2486091	-78.7942201	171.128395
11044295	420659501001	1	12000	41.2485080	-78.7942239	174.662022
11044296	420659501001	1	30000	41.2484451	-78.7947084	170.507644
11044297	420659501001	1	36800	41.2486541	-78.7947237	179.913057
11044298	420659501001	1	12900	41.2484172	-78.7944673	165.096711
11044299	420659501001	1	70200	41.2486924	-78.7942839	153.919208
11044300	420659501001	1	25000	41.2487240	-78.7923877	161.249345
11044301	420659501001	1	3600	41.2487683	-78.7917484	145.810886
11044302	420659501001	1	66000	41.2492408	-78.7922861	146.492464
11044303	420659501001	1	29400	41.2493862	-78.7999431	180.055054
11044304	420659501001	1	231000	41.2493265	-78.7988894	168.544779
11044305	420659501001	1	24000	41.2493163	-78.7999734	174.781115
11044306	420659501001	1	16200	41.2491364	-78.7989114	177.344250
11044307	420659501001	1	90000	41.2481372	-78.7934918	166.314477
11044308	420659501001	1	19000	41.2484924	-78.7930548	165.243309
11044309	420659501001	1	14200	41.2482725	-78.7941380	165.223213
11044310	420659501001	1	78700	41.2481791	-78.7934158	139.248372
11044311	420659501001	1	152800	41.2481616	-78.7930812	161.592974
11044312	420659501001	1	17000	41.2483989	-78.7933592	156.237940
11044313	420659501001	1	40200	41.2486684	-78.7939883	188.235311
11044314	420659501001	1	78000	41.2484196	-78.7936465	183.240062
11044315	420659501001	1	12000	41.2485681	-78.7938449	156.448495
11044316	420659501001	1	38800	41.2485143	-78.7938487	185.392895
11044317	420659501001	1	19100	41.2494112	-78.7996324	162.545261
11044318	420659501001	1	16020	41.2482987	-78.7940236	182.634242
11044319	420659501001	1	255590	41.2481606	-78.7937134	188.590395
11044320	420659501001	1	65600	41.2485304	-78.7935591	189.163077
11044321	420659501001	1	0	41.2480384	-78.7930859	158.641747
11044322	420659501001	1	189000	41.2485552	-78.7939760	176.316910
11044323	420659501001	1	16000	41.2482286	-78.7931496	154.314558
