sp_id	latitude	longitude	elevation
514022262	40.4436600	-80.2168206	318.557348
513972005	40.4230520	-79.9241277	336.512001
513490006	40.2868271	-79.8056138	306.155683
513494206	40.3029220	-79.7212178	355.862666
514001154	40.3863910	-80.0477747	367.983760
514021570	40.4595220	-80.1922376	266.537138
513945434	40.4818100	-79.7248188	347.180371
514026526	40.5682220	-80.2682376	360.396815
513476642	40.3186221	-80.1123677	264.006511
513472320	40.3211921	-80.1993576	293.465793
513946380	40.5908910	-79.7347388	319.471373
511815338	40.3508818	-74.6553654	223.628598
513988910	40.4405720	-79.9963877	232.989132
514142640	41.3131880	-81.9563110	135.164269
513969631	40.4737820	-79.9179877	308.700986
513968974	40.4239920	-79.9125177	296.124940
513958803	40.4217220	-79.8451677	359.333809
514008799	40.3922820	-80.0727777	295.709261
513979523	40.4716820	-79.9598877	235.061335
513477599	40.3099421	-80.0985277	347.701618
513945720	40.6282920	-79.7198678	313.293239
514001335	40.6056330	-80.0470637	363.379511
514010709	40.5100220	-80.0847476	266.863043
514021721	40.6829020	-80.1971476	324.376540
513981723	40.4284020	-79.9723577	229.953045
513963790	40.4539120	-79.8841077	291.536123
514009972	40.3618921	-80.0772677	315.952377
514003054	40.3405221	-80.0500277	346.092283
514022527	40.5020320	-80.2113376	346.621448
514008900	40.3534721	-80.0740377	336.503048
513989783	40.4418220	-79.9979677	226.188133
513494639	39.8979321	-79.7237178	298.116524
514023807	40.5322220	-80.2240576	299.863848
513998075	40.5421220	-80.0278777	320.534836
513966954	40.5097320	-79.9010277	350.455292
513490888	40.3341620	-79.7775818	326.179815
514037841	40.3600021	-80.6771175	188.200961
513474299	40.2973321	-80.1743576	360.793250
513857451	40.6149718	-75.4602491	142.175261
513954039	40.5276020	-79.8025777	360.440524
514008816	40.3907520	-80.0707577	294.286028
513987190	40.4421730	-79.9948137	230.636334
513957138	40.4038500	-79.8380967	240.422326
513945029	40.4807420	-79.7156578	348.470285
513981085	40.3473720	-79.9638177	371.304729
513996535	40.4062020	-80.0233577	374.125308
513473458	40.2855421	-80.1778076	331.757179
514469890	41.5007729	-81.6824301	204.010565
513963028	40.4652720	-79.8767577	374.711227
513950870	40.5268620	-79.7709677	371.250993
513960068	40.6289120	-79.8568677	337.426420
513943051	40.5142420	-79.6725878	374.083295
513985914	40.4399920	-79.9861477	262.772360
513960671	40.3476920	-79.8638677	232.285680
513961797	40.4385520	-79.8696677	343.891867
511815801	40.3493018	-74.6538094	157.821200
514007334	40.6337540	-80.0646336	364.469134
513497281	40.1016471	-79.6349508	363.539433
513958456	40.6595522	-79.8473067	354.611518
513961061	40.4788020	-79.8591977	324.967595
513943827	40.4442620	-79.7065578	338.726085
513951838	40.4035520	-79.7786978	236.689202
513952259	40.4321690	-79.7897887	330.948839
513997896	40.4492020	-80.0272077	220.701457
513996538	40.4236320	-80.0240677	326.857296
513992563	40.4522520	-80.0050577	235.209549
513938725	40.5976920	-79.5670828	291.406429
513975834	40.4994720	-79.9454877	231.553457
513506593	39.9479421	-79.4542479	453.114583
513916706	40.7772419	-77.8898283	167.691060
513966116	40.3753520	-79.8942877	337.907302
514021536	40.5208420	-80.1960876	369.093397
513501986	40.2739040	-79.5463298	302.468687
514004040	40.3409721	-80.0519277	354.757542
513986376	40.3511840	-79.9942867	357.859365
513949694	40.4471020	-79.7660478	329.079143
513984136	40.4259200	-79.9835007	235.738897
513507416	40.3161920	-79.3752579	335.803143
513968623	40.4621120	-79.9090577	280.467890
514261680	40.8830989	-79.8632707	389.838787
513940363	40.4173310	-79.6280388	322.145049
513968616	40.4548320	-79.9126577	287.909854
514024534	40.5722232	-80.2355124	242.998298
513967927	40.4488920	-79.9084877	299.907304
513595674	39.8849620	-76.3357389	180.908941
513944886	40.4826520	-79.7161778	351.789277
513954724	40.4364020	-79.8143177	324.868217
513947817	40.5893420	-79.7478977	289.269255
514020305	40.5402540	-80.1825736	230.437672
513965712	40.4701220	-79.8944177	312.261536
514021528	40.4514720	-80.2061676	273.472717
513937093	40.8114719	-79.5175378	241.189214
514006702	40.4215320	-80.0627777	355.204327
513938579	40.6293980	-79.5889618	276.512522
513480847	40.2526461	-80.0044957	295.219776
513951823	40.4018620	-79.7780978	233.411934
513962100	40.3886320	-79.8712977	334.199634
513957528	40.3400020	-79.8369277	328.393889
514014833	40.4403020	-80.1066976	342.048860
514020678	40.3981320	-80.1748776	287.212551
513966662	40.4015420	-79.9031577	295.274903
513953416	40.3374750	-79.8086957	249.144489
513942386	40.4262400	-79.6765328	283.928363
513940307	40.3952550	-79.6279048	354.981067
513978991	40.5193820	-79.9574277	305.997881
513990816	40.4425220	-80.0008477	223.499624
514001587	40.4015120	-80.0428977	310.035093
514018350	40.4484020	-80.1572286	364.274896
513988917	40.4433720	-79.9972877	224.659330
514021032	40.5439420	-80.1875876	230.928906
513987455	40.4572320	-79.9946077	226.205951
513489569	40.3194120	-79.8351777	255.781597
514006577	40.4573420	-80.0628277	278.684556
513944807	40.6364720	-79.7128078	315.025763
513947967	40.4801520	-79.7465478	346.256906
513487897	40.1876691	-79.8614957	283.258719
514033524	40.4222721	-80.5078475	306.424672
513489021	40.3320710	-79.8453037	231.915882
513478186	40.3249721	-80.0721977	342.744906
513984998	40.3784020	-79.9810677	333.182057
513485325	40.1371321	-79.9029977	287.761984
513962098	40.3632820	-79.8690377	332.632121
514012849	40.4792920	-80.0933276	331.530494
503629928	21.3090766	-157.8635866	163.630877
513984280	40.4516640	-79.9815407	227.722330
513999053	40.5404520	-80.0329977	372.498002
513494711	40.2625201	-79.7147978	309.561278
514035500	40.3551811	-80.6177395	221.652634
513963260	40.5782870	-79.8867847	325.410323
518092572	47.6336844	-122.1831961	219.135005
513972439	40.4581420	-79.9305377	271.231694
513992847	40.4390920	-80.0063277	222.920554
513957368	40.6107721	-79.8340167	283.220309
514020982	40.5401020	-80.1807576	232.726844
513991349	40.4422450	-80.0041967	222.538853
514015503	40.3411721	-80.1199777	294.681623
514001394	40.8088620	-80.0444176	288.841256
513950376	40.5385860	-79.7740167	229.271330
513962918	40.5451220	-79.8740977	365.724838
513494836	40.3260840	-79.7133898	292.148042
513487120	40.1482030	-79.8764572	339.847807
513948419	40.3850080	-79.7603108	249.549784
513947907	40.5865320	-79.7482977	287.465000
513479356	40.3063721	-80.0490377	360.188635
513946997	40.5048420	-79.7407978	358.944918
513961054	40.4706120	-79.8616577	348.931628
513961253	40.4178910	-79.8682207	335.144118
513945223	40.6098870	-79.7327308	260.032198
513479394	40.2931321	-80.0459377	362.169463
514017163	40.4819210	-80.1398666	348.043956
514243464	40.9947620	-80.6489874	140.359759
513480001	40.3087721	-80.0392077	366.922138
513579328	40.2898319	-76.6399887	212.969952
514253858	40.9819169	-80.3568855	239.566471
513953775	40.3705320	-79.7982677	347.560884
515341917	29.7770548	-95.1127741	280.056406
513957819	40.4549320	-79.8365477	320.381728
513957336	40.4999810	-79.8349627	292.042820
514021502	40.5292520	-80.1929876	338.471630
513991682	40.4395820	-80.0013977	224.564160
513922395	40.5085460	-78.3970642	211.087107
513979228	40.4425170	-79.9621417	315.706491
513952598	40.4187320	-79.7937677	339.064180
513554604	40.2250419	-76.8787787	0.000000
513996304	40.3655860	-80.0255767	316.930560
513949060	40.6571720	-79.7588677	304.424833
513945710	40.6212520	-79.7265478	304.858832
513959241	40.4096250	-79.8560967	317.237460
513966999	40.4228920	-79.9017677	278.883726
513997671	40.3988720	-80.0291477	341.787518
513955766	40.4713820	-79.8201977	380.404511
514023067	40.4329720	-80.2108876	360.950742
514020870	40.5422820	-80.1837776	233.568093
505562950	33.9406435	-84.5107468	183.094683
514031275	40.7455530	-80.3802445	306.233902
513482135	40.1274621	-79.9711677	351.045382
513996191	40.4707220	-80.0257887	274.607379
513948377	40.3847090	-79.7602898	249.974449
513989740	40.4413820	-79.9980277	226.797379
513998893	40.5193320	-80.0319677	323.841653
513941699	40.7925079	-79.6606588	315.578739
513479602	40.2579621	-80.0553677	344.662004
513480263	40.3189221	-80.0288977	346.333737
513954428	40.3438280	-79.8141837	279.348721
513478098	40.2438521	-80.0690277	346.060443
513969877	40.4426520	-79.9184477	331.540277
513963510	40.3500920	-79.8851377	225.358784
513942169	40.3474920	-79.6746038	358.208928
513941021	40.6195720	-79.6276978	365.853547
513995685	40.4027820	-80.0205177	309.285590
513957955	40.6192720	-79.8337877	286.891218
513953517	40.5420320	-79.7988977	233.509236
513938264	40.4053160	-79.5902308	354.474207
513969950	40.4382520	-79.9196177	342.718431
513991821	40.4398820	-80.0021577	226.157555
513962104	40.4258220	-79.8670477	344.518105
513991093	40.5120820	-80.0002777	303.103742
513985444	40.4284120	-79.9879777	229.834656
513482517	40.3341021	-79.9730777	315.818201
514250296	41.2500219	-80.5145075	286.637018
514024718	40.6653020	-80.2309376	285.968338
514005971	40.6149120	-80.0601176	368.375517
514008367	40.6418320	-80.0732776	378.210342
513545544	40.2062520	-76.9597686	111.344456
513954784	40.4505420	-79.8093277	327.214639
513351973	39.9231723	-83.7862966	0.000000
513963071	40.3605820	-79.8731977	368.373457
513481374	40.2670721	-80.0191777	358.949107
514004833	40.3481921	-80.0540477	367.725411
513481060	40.1166021	-80.0158377	334.613938
513974081	40.6812920	-79.9344077	334.728914
513973890	40.4476620	-79.9360277	292.116803
514020558	40.3624121	-80.1830876	366.069287
513968647	40.4513220	-79.9153877	305.558466
513479182	40.3282521	-80.0603177	333.101933
513954812	40.4264420	-79.8132777	300.866976
513993012	40.5177720	-80.0056877	294.918850
514018248	40.4467450	-80.1530046	378.232067
513987055	40.3448820	-79.9923277	335.337035
513981662	40.4298820	-79.9698177	227.434631
513964199	40.4038940	-79.8906767	293.847269
513967908	40.4503620	-79.9069777	300.457105
514015272	40.6984190	-80.1137616	313.946438
513954805	40.4563820	-79.8115877	366.951834
513498298	40.1127851	-79.6035388	351.626099
514008606	40.4993820	-80.0724877	251.683922
513976192	40.4268400	-79.9495817	225.212259
513952766	40.4286220	-79.7865377	373.818420
514020462	40.4837620	-80.1783876	336.938913
514025582	40.5699520	-80.2577876	347.668499
513502082	40.2774900	-79.5479648	321.253434
513492788	40.3088550	-79.7373188	361.765945
513948093	40.6008520	-79.7518877	230.892275
513487983	40.2989021	-79.8507967	364.861937
513995993	40.5449320	-80.0190477	356.052757
513474509	40.2819621	-80.1756276	361.074504
513966090	40.5693420	-79.8958077	327.708839
513479486	40.3347721	-80.0556877	353.841890
513810857	40.1125849	-74.9870393	194.340594
513955597	40.4749820	-79.8218077	370.898192
513504044	40.2876680	-79.5296328	339.884470
513969775	40.4205820	-79.9206277	326.237399
514000268	40.3445821	-80.0408177	366.511275
513979712	40.4353420	-79.9617777	277.869903
513981848	40.4949820	-79.9676377	287.755634
514000422	40.4813920	-80.0412277	279.214068
513499312	40.1053046	-79.5919261	334.712741
513959155	40.3668810	-79.8537197	305.932945
513958064	40.5110120	-79.8350177	227.424500
514000910	40.3652420	-80.0379677	367.393974
513939276	40.4108520	-79.6133428	310.648741
513975048	40.3380820	-79.9379677	375.307928
513947816	40.5359420	-79.7531678	410.203600
513484441	40.2002621	-79.9270177	261.417424
513481230	40.3355521	-80.0152977	375.259979
513470189	40.1804721	-80.2421576	356.326227
513998868	40.3821220	-80.0341977	354.402237
514019946	40.3783021	-80.1646376	362.546059
509174318	42.5354783	-71.6273532	184.378148
513951190	40.4298570	-79.7815958	363.230447
513960852	40.4473120	-79.8572777	399.153625
501935343	35.2936437	-94.4163639	170.034143
513985094	40.7836820	-79.9821377	377.355424
513975357	40.4592730	-79.9444467	284.850019
514001973	40.5210820	-80.0445277	362.251226
514019776	40.5173920	-80.1647076	222.753687
514027499	40.6124120	-80.2849476	288.598350
513482058	40.2908161	-79.9933767	329.090780
513992290	40.4413450	-80.0061707	222.683862
513977509	40.4984920	-79.9533277	310.308700
513941755	40.4180120	-79.6586978	292.581648
513977611	40.4813520	-79.9535077	226.867417
513482556	40.3129221	-79.9869377	355.163659
513946484	40.3883210	-79.7451598	260.887434
511219049	40.6560937	-73.7673956	85.249001
513977481	40.4610020	-79.9533077	277.370698
513967268	40.4078010	-79.9091327	235.313718
514006631	40.4431520	-80.0632977	280.240447
513943226	40.4187730	-79.7015078	365.189149
513601941	39.8627520	-76.2821189	0.000000
513474787	40.2749861	-80.1361887	283.615316
513960358	40.5669460	-79.8592457	244.184567
513963868	40.5409620	-79.8852577	367.184291
511576527	40.7024637	-74.0128816	0.000000
514020663	40.3968820	-80.1835576	274.541671
513965059	40.5761620	-79.8878677	312.290423
513493753	40.3291960	-79.7269858	347.064857
514008223	40.4131210	-80.0744047	241.769502
513978980	40.5118820	-79.9545477	246.122067
513961426	40.3655110	-79.8705757	335.959229
513948308	40.4845740	-79.7560368	356.492183
513479154	40.3201721	-80.0466977	360.595569
513469466	40.1329721	-80.2835176	326.040767
508832999	42.3299288	-83.0404726	0.000000
513983623	40.3954020	-79.9787177	322.709603
513971432	40.7319820	-79.9251577	354.790054
517281630	40.2734500	-111.7035634	182.678790
513956885	40.4663720	-79.8289477	372.851142
513474445	40.2838421	-80.1581776	331.001934
514021003	40.5422220	-80.1809376	235.533056
513954122	40.8037990	-79.8136577	394.414529
513951966	40.5413520	-79.7771377	243.008631
513957524	40.3492820	-79.8356877	281.021040
513971774	40.4786420	-79.9256577	287.717979
513972917	40.4580720	-79.9276077	276.627828
513971511	40.6361820	-79.9279577	352.653464
513992675	40.4390920	-80.0063277	222.920554
514018905	40.3923620	-80.1583576	337.686808
513979268	40.4418710	-79.9606947	300.060595
514020960	40.5391520	-80.1788676	233.824586
514012177	40.4019300	-80.1006747	241.534757
513999468	40.4404120	-80.0347377	224.173162
513485772	40.0647891	-79.8895097	247.886797
513954205	40.4291830	-79.8119227	309.982287
513954627	40.3738620	-79.8099677	321.382311
513999945	40.5697420	-80.0376577	356.225299
514004694	40.4033420	-80.0563177	357.735630
513991088	40.5122720	-80.0008577	302.448279
513494971	40.3342220	-79.7099098	279.041309
514015690	40.7156220	-80.1205476	343.412100
513486481	40.3266720	-79.8932177	231.141908
514002564	40.3885020	-80.0495677	355.819950
513955210	40.3978660	-79.8209897	290.944148
517514605	43.0936781	-90.1317864	0.000000
514020291	40.5414820	-80.1802096	233.958961
513946121	40.3600470	-79.7362168	286.411275
513485062	40.1392551	-79.9016587	247.674625
513480818	40.2637621	-80.0035977	312.931623
513939351	40.3991410	-79.6175258	337.502361
513997593	40.4060320	-80.0285577	369.652479
513967427	40.8600719	-79.9049677	302.369612
513978262	40.4655760	-79.9559197	281.058344
513948263	40.5562960	-79.7600957	231.799480
513981344	40.5938439	-79.9682252	318.198479
504491817	28.1330648	-82.7573875	0.000000
514009532	40.7362920	-80.0792176	337.114674
513974255	40.4934760	-79.9389427	224.789206
507905705	38.6199329	-90.2035248	0.000000
513999591	40.5301220	-80.0354077	355.483110
513598017	39.8843120	-76.3052989	182.606989
513954412	40.5264830	-79.8108477	306.118162
513979750	40.4403920	-79.9598377	282.184682
513499896	40.3066930	-79.5750398	366.215737
513975481	40.5656520	-79.9453077	345.550254
513952386	40.4787410	-79.7888707	347.203785
513952727	40.4301820	-79.7906777	327.753750
514023425	40.4400940	-80.2273136	353.827015
513992372	40.4409260	-80.0064157	222.640276
513978424	40.5393120	-79.9589677	301.804200
516987246	37.6671627	-77.5636783	0.000000
513999509	40.4474720	-80.0356977	319.798750
513953030	40.5440220	-79.7865577	275.932428
513961860	40.5220420	-79.8665277	307.624263
514014694	40.7092020	-80.1112576	340.773711
514024361	40.4429160	-80.2360776	361.639138
513977669	40.4509820	-79.9510877	279.074235
513553625	40.2338119	-76.8817387	168.742150
513481454	40.2507921	-80.0125277	289.742125
513951250	40.4347580	-79.7864197	332.771317
513969590	40.4692420	-79.9187877	284.954867
513490197	40.3103128	-79.8086468	297.529839
514006943	40.3526321	-80.0643077	363.070084
513996461	40.4409720	-80.0251377	350.783783
513958053	40.4856320	-79.8389677	287.222931
514144983	41.3372719	-81.9137670	151.032156
513498607	40.3307120	-79.6094478	344.745780
514261672	40.8944689	-79.9059847	398.356292
514035507	40.3747291	-80.6244635	280.505234
513484258	40.3025921	-79.9401977	333.098675
513477695	40.3102081	-80.0662647	379.278581
513951105	40.5956620	-79.7696777	266.949048
514023811	40.5133220	-80.2257376	380.431068
513933317	40.5097560	-79.2395269	316.773117
514019841	40.5210720	-80.1729176	217.882035
513956844	40.4641020	-79.8292777	387.974603
513975541	40.6157120	-79.9454077	348.213504
513473781	40.2554861	-80.1538776	301.424353
513983672	40.4730820	-79.9792577	316.700000
513950591	40.4368920	-79.7759578	353.712067
513975739	40.4553220	-79.9449777	267.055711
513979319	40.4418710	-79.9606947	300.060595
513482323	40.3122921	-79.9887977	337.374105
513474749	40.2527481	-80.1373737	289.838254
513996763	40.5169320	-80.0218277	351.966810
513952834	40.3625420	-79.7952278	319.282731
513480568	40.2908421	-80.0238477	326.016322
513944412	40.4550170	-79.7107108	297.405556
513952394	40.4734160	-79.7980027	342.150184
513968663	40.4657620	-79.9152777	276.141726
513494952	40.3317590	-79.7096648	296.592537
514437215	41.5408619	-81.4345572	159.704175
513470673	40.1711821	-80.2493676	332.359833
513944760	40.6288620	-79.7167578	316.480677
513960613	40.3512820	-79.8644877	229.082906
513958789	40.4196120	-79.8413977	356.412981
514012898	40.4291420	-80.0971077	333.174894
513979884	40.4531420	-79.9579377	367.056144
514018003	40.7967720	-80.1420876	281.324437
514015985	40.3763720	-80.1195576	316.276943
513998703	40.3954020	-80.0331477	362.992010
514004413	40.4967320	-80.0575677	293.030898
500274153	32.9008252	-117.2032291	0.000000
513738372	40.0657419	-75.1801092	208.687372
513956730	40.4642020	-79.8280777	378.971219
513974701	40.4202120	-79.9406677	346.072047
513940198	40.5136610	-79.6335428	368.452824
514023848	40.5125120	-80.2253676	380.554724
513998135	40.4833830	-80.0354557	289.643914
514016553	40.6789720	-80.1258476	326.147471
502880857	38.8963822	-77.0495587	0.000000
513984844	40.4425220	-79.9830077	289.005605
513982082	40.3436620	-79.9695577	344.754355
513978159	40.4739450	-79.9580367	232.026721
514025190	40.6174170	-80.2626806	280.728839
513928867	40.4068020	-78.7790381	145.597096
514015900	40.4748020	-80.1203776	325.493412
514025383	40.7416790	-80.2536366	337.196602
514016514	40.4806620	-80.1243376	334.431660
513940249	40.4031990	-79.6230768	342.939219
513479224	40.3220721	-80.0430977	351.438650
513494875	40.3199170	-79.7051278	349.841618
513469446	40.1872221	-80.2686576	314.320506
514004051	40.3409721	-80.0519277	354.757542
513968837	40.4557720	-79.9099277	281.333244
513961097	40.3623220	-79.8620877	341.795795
513961215	40.3656710	-79.8707057	335.094602
514005875	40.3800920	-80.0599577	344.645053
513980247	40.4255230	-79.9644907	229.495993
513490640	39.8922121	-79.8011578	371.387877
513948557	40.4360120	-79.7578178	346.917654
513965307	40.4324970	-79.8938757	275.371550
514015330	40.4500260	-80.1181496	369.152440
514015500	40.3574621	-80.1196676	253.254407
513537409	40.1665620	-77.0730586	187.086206
512804017	34.0004164	-81.0366828	124.540634
513993821	40.3683920	-80.0119877	312.599863
513964574	40.8631119	-79.8908777	315.655710
513985231	40.4368990	-79.9887177	256.503688
513956670	40.5247120	-79.8289777	305.650747
513955307	40.4583740	-79.8223647	351.125786
514003240	40.4215360	-80.0523427	333.383911
513473410	40.2938021	-80.1794776	352.392716
513490575	40.0366221	-79.8021078	343.323259
513503899	40.3030430	-79.5330788	343.883565
513997183	40.3760130	-80.0308917	370.154117
513476873	40.2652721	-80.1025977	351.932945
513968709	40.4500220	-79.9149677	300.691138
513369225	40.0241723	-83.1200868	180.883923
513931555	40.6411500	-79.1361889	443.108592
513952606	40.4213020	-79.7891177	366.863590
514249955	41.2246049	-80.5099265	259.102315
514023861	40.5233220	-80.2237176	343.621620
513958308	40.4230330	-79.8431947	357.455629
513957894	40.4528220	-79.8346777	338.195499
513960106	40.4845720	-79.8569877	239.289003
514010734	40.5054020	-80.0863777	249.501776
514019766	40.5189420	-80.1671876	220.616966
513963838	40.4424020	-79.8851877	284.101741
513942812	40.6724920	-79.6851478	240.143957
513993490	40.4299820	-80.0121477	318.529692
514014809	40.4678020	-80.1060476	320.649746
514025825	40.8341320	-80.2534976	263.052291
513945944	40.4532720	-79.7288078	317.431944
513986127	40.5807720	-79.9905867	362.962827
513992145	40.6918350	-80.0075517	315.857528
514011617	40.4059520	-80.0888777	235.235148
513963315	40.3917850	-79.8847927	293.115735
517256956	39.5853742	-79.9058008	153.293024
513955838	40.4018820	-79.8189977	226.835053
514013333	40.5111320	-80.1021466	249.408662
514010149	40.4123850	-80.0842937	234.286992
513989812	40.4428120	-79.9992477	223.951616
513994914	40.4508720	-80.0175977	237.137281
514016673	40.6860920	-80.1237676	325.344014
513982454	40.6538220	-79.9753777	387.132527
513994784	40.3834920	-80.0161677	315.321509
513954726	40.4632220	-79.8123777	333.602253
513658832	40.0712949	-75.4634371	247.583015
513979822	40.4368020	-79.9604677	278.767780
513955688	40.4344320	-79.8214377	261.465428
502900149	38.8978322	-77.0264887	0.000000
513985964	40.4379720	-79.9859577	244.445661
513996625	40.3967120	-80.0228677	372.411629
513489425	40.0520221	-79.8324678	311.689993
514050160	40.8596400	-81.4203282	0.000000
513472451	40.2502921	-80.2038376	310.574420
513475421	40.2329921	-80.1386277	315.012125
513972088	40.3400120	-79.9261377	344.959180
513967853	40.4664320	-79.9050277	281.058493
513973274	40.6488920	-79.9363677	343.043490
514017482	40.3380521	-80.1351376	331.823661
513969585	40.4788420	-79.9196377	297.010191
514013332	40.5136820	-80.1039446	258.361203
513953989	40.5904220	-79.8070977	383.379442
513963196	40.4219140	-79.8854267	289.070671
514020932	40.5467220	-80.1826176	245.440107
513962679	40.4394420	-79.8726477	326.644282
513942016	40.4362520	-79.6630478	366.691278
513965716	40.4696520	-79.8949977	309.042714
513649368	40.2316019	-75.5481391	184.382955
514096658	40.7396822	-84.1494264	164.608192
514005019	40.6255020	-80.0549477	379.903551
513946598	40.6032320	-79.7382378	230.414865
513970369	40.6274620	-79.9223277	339.535811
514016227	40.4498830	-80.1261186	371.679363
513975016	40.3380820	-79.9379677	375.307928
513970941	40.4362920	-79.9239477	337.089707
513981084	40.3387520	-79.9636177	371.866066
513942671	40.5416380	-79.6814508	356.245625
513973787	40.4411920	-79.9358177	298.665325
514010921	40.3643220	-80.0848277	288.489510
513984444	40.4428724	-79.9836239	293.561937
514024786	40.5401620	-80.2397676	279.157595
513988425	40.4198120	-79.9970577	331.235407
514012169	40.3998340	-80.1005447	237.905023
513993792	40.3860620	-80.0081677	366.761983
513580293	40.2995319	-76.6145787	281.445487
513971872	40.4258120	-79.9255977	307.846264
514014655	40.6872020	-80.1070376	318.539447
513771752	40.2000019	-75.1382592	226.410292
513960539	40.5512420	-79.8644577	365.403606
513489367	40.2876921	-79.8289277	348.619700
513947541	40.4261520	-79.7548378	335.376184
513961942	40.4894620	-79.8717177	241.370375
513957153	40.4114830	-79.8406777	293.906412
504040230	26.1886862	-80.1670263	203.402370
514009896	40.3502621	-80.0747577	331.492817
513953067	40.6333120	-79.7951377	362.791084
513972571	40.4950120	-79.9304977	224.475727
513468213	40.2924721	-80.3418276	403.164914
512696434	32.3047838	-80.9336479	0.000000
513994769	40.3909420	-80.0151777	377.562527
514005036	40.6096820	-80.0536777	386.999114
514005870	40.3760320	-80.0609477	356.065568
512476573	43.1145344	-77.6188482	118.291073
513958238	40.5206470	-79.8451957	230.666901
513480036	40.3229421	-80.0373677	361.366858
513987836	40.4420920	-79.9955577	229.253495
513981869	40.4886720	-79.9720077	233.797615
